,Register Page,JPEG number,Number,Letter,CertMonth,CertDay,CertYear,First name,Last name,Title,DueMonth,DueDay,DueYear,Dollars,90th,8th,DeliveryMonth,DeliveryDay,DeliveryYear,LS?,LSnote,Notes
0,1.0,111.0,1.0,H,12.0,23.0,1783.0,Abraham,Tuckerman,Capt,1.0,16,1780.0,18.0,77.0,,1.0,27.0,1784.0,1.0,RO,
1,1.0,111.0,2.0,J,2.0,5.0,1784.0,Mary,Spicer,,9.0,15,1781.0,52.0,73.0,6.0,2.0,15.0,1784.0,1.0,RO,
2,1.0,111.0,3.0,L,2.0,18.0,1784.0,Ebenezer,White,,5.0,1,1779.0,119.0,30.0,,2.0,18.0,1784.0,1.0,RO,
3,1.0,111.0,4.0,R,2.0,28.0,1784.0,George,Olney,,9.0,19,1780.0,283.0,38.0,,3.0,10.0,1784.0,1.0,RO,
4,1.0,111.0,5.0,P,3.0,10.0,1784.0,William,Engs,,3.0,12,1782.0,216.0,71.0,2.0,3.0,10.0,1784.0,1.0,RO,
5,1.0,111.0,6.0,N,5.0,19.0,1784.0,James,Wallace,,10.0,31,1780.0,52.0,45.0,,5.0,19.0,1784.0,1.0,LO 65.193,
6,1.0,111.0,7.0,G,5.0,20.0,1784.0,Luaco,Butler,,4.0,16,1782.0,5.0,,,5.0,20.0,1784.0,1.0,662,
7,1.0,111.0,8.0,I,5.0,21.0,1784.0,Jonathan,Marsh,,4.0,16,1782.0,5.0,,,5.0,21.0,1784.0,1.0,RO,
8,1.0,111.0,9.0,L,5.0,21.0,1784.0,Jonathan,Marsh,,4.0,16,1782.0,1.0,22.0,4.0,5.0,21.0,1784.0,1.0,RO,
9,1.0,111.0,10.0,H,5.0,21.0,1784.0,Jonathan,Marsh,,4.0,16,1782.0,1.0,22.0,4.0,5.0,21.0,1784.0,1.0,RO,
10,1.0,111.0,11.0,N,5.0,21.0,1784.0,Jonathan,Marsh,,4.0,16,1782.0,5.0,,,5.0,21.0,1784.0,1.0,RO,
11,1.0,111.0,12.0,R,5.0,21.0,1784.0,Jonathan,Marsh,,4.0,16,1782.0,5.0,,,5.0,21.0,1784.0,1.0,RO,
12,1.0,111.0,13.0,P,5.0,22.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,22.0,1784.0,1.0,LO 128.375,
13,1.0,111.0,14.0,B,5.0,22.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,22.0,1784.0,1.0,LO 128.375,
14,1.0,111.0,15.0,C,5.0,22.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,5.0,,,5.0,22.0,1784.0,1.0,LO 128.375,
15,1.0,111.0,16.0,A,5.0,22.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,22.0,1784.0,1.0,LO 128.375,
16,1.0,111.0,17.0,E,5.0,22.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,22.0,1784.0,1.0,LO 128.375,
17,1.0,111.0,18.0,D,5.0,22.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,22.0,1784.0,1.0,LO 128.375,
18,1.0,111.0,19.0,D,5.0,24.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,5.0,,,5.0,24.0,1784.0,1.0,LO 128.375,
19,1.0,111.0,20.0,C,5.0,24.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,24.0,1784.0,1.0,LO 128.375,
20,,,,,,,,,,,,,,783.0,65.0,0.0,,,,,,
21,2.0,112.0,21.0,A,5.0,24.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,5.0,,,5.0,24.0,1784.0,1.0,LO 128.375,
22,2.0,112.0,22.0,E,5.0,24.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,24.0,1784.0,1.0,LO 128.375,
23,2.0,112.0,23.0,G,5.0,24.0,1784.0,Enoch,Hazard,,4.0,16,1782.0,1.0,22.0,4.0,5.0,24.0,1784.0,1.0,LO 128.375,
24,2.0,112.0,24.0,H,5.0,25.0,1784.0,Benjamin,Ellery,Esq,4.0,16,1782.0,5.0,,,5.0,25.0,1784.0,1.0,LO 92.221,
25,2.0,112.0,25.0,I,5.0,25.0,1784.0,Benjamin,Ellery,Esq,4.0,16,1782.0,1.0,22.0,4.0,5.0,25.0,1784.0,1.0,LO 92.221,
26,2.0,112.0,26.0,R,5.0,25.0,1784.0,Benjamin,Ellery,Esq,4.0,16,1782.0,1.0,22.0,4.0,5.0,25.0,1784.0,1.0,LO 92.221,
27,2.0,112.0,27.0,N,5.0,25.0,1784.0,Benjamin,Ellery,Esq,4.0,16,1782.0,1.0,22.0,4.0,5.0,25.0,1784.0,1.0,LO 92.221,
28,2.0,112.0,28.0,P,5.0,25.0,1784.0,Benjamin,Ellery,Esq,4.0,16,1782.0,1.0,22.0,4.0,5.0,25.0,1784.0,1.0,LO 92.221,
29,2.0,112.0,29.0,E,5.0,26.0,1784.0,Timothy,Gladding,,4.0,16,1782.0,1.0,22.0,4.0,5.0,26.0,1784.0,1.0,123,
30,2.0,112.0,30.0,G,5.0,26.0,1784.0,Dorothy,Sabin,,4.0,16,1782.0,5.0,,,5.0,26.0,1784.0,1.0,LO 57.164,
31,2.0,112.0,31.0,D,5.0,26.0,1784.0,Dorothy,Sabin,,4.0,16,1782.0,625.0,,,5.0,26.0,1784.0,1.0,LO 57.164,
32,2.0,112.0,32.0,C,5.0,27.0,1784.0,Ralph,Merry,,4.0,16,1782.0,5.0,,,5.0,27.0,1784.0,1.0,LO 30.108,
33,2.0,112.0,33.0,B,5.0,28.0,1784.0,Thomas,Angell,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,1.0,1237,
34,2.0,112.0,34.0,A,5.0,28.0,1784.0,Betsey,Nightingale,,4.0,16,1782.0,5.0,,,5.0,28.0,1784.0,,RO,
35,2.0,112.0,35.0,P,5.0,28.0,1784.0,Clark &,Nightingale,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,,RO,Name not sure
36,2.0,112.0,36.0,P,5.0,28.0,1784.0,Clark &,Nightingale,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,,RO,
37,2.0,112.0,37.0,N,5.0,28.0,1784.0,Clark &,Nightingale,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,,RO,
38,2.0,112.0,38.0,I,5.0,28.0,1784.0,Clark &,Nightingale,,4.0,16,1782.0,7.0,45.0,,5.0,28.0,1784.0,,RO,
39,2.0,112.0,39.0,H,5.0,28.0,1784.0,Clark &,Nightingale,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,,RO,
40,2.0,112.0,40.0,L,5.0,28.0,1784.0,Clark &,Nightingale,,4.0,16,1782.0,5.0,,,5.0,28.0,1784.0,,RO,
41,2.0,112.0,41.0,E,5.0,28.0,1784.0,Betsey,Nightingale,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,,RO,
42,2.0,112.0,42.0,D,5.0,28.0,1784.0,Jack and Polly,Nightingale,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,,RO,Two Name present
43,2.0,112.0,43.0,G,5.0,28.0,1784.0,Jack and Polly,Nightingale,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,,RO,Two Name present
44,2.0,112.0,44.0,B,5.0,28.0,1784.0,Henry,Alexander,,4.0,16,1782.0,1.0,22.0,4.0,5.0,28.0,1784.0,1.0,933,
45,2.0,112.0,45.0,A,5.0,28.0,1784.0,Henry,Alexander,,4.0,16,1782.0,5.0,,,5.0,28.0,1784.0,1.0,LO 57.180,
46,,,,,,,,,,,,,,1471.0,20.0,0.0,,,,,,
47,3.0,113.0,46.0,L,6.0,8.0,1784.0,Matthew,Manchester,,1.0,1,1782.0,1432.0,36.0,2.0,6.0,24.0,1784.0,1.0,RO 6487,
48,3.0,113.0,47.0,B,6.0,8.0,1784.0,Richard,Fenner,Jun,1.0,1,1782.0,397.0,7.0,4.0,8.0,12.0,1784.0,1.0,RO 6487,
49,3.0,113.0,48.0,C,6.0,8.0,1784.0,William,Tyler,,1.0,10,1782.0,315.0,40.0,,12.0,1.0,1784.0,1.0,RO 6487,
50,3.0,113.0,49.0,I,6.0,8.0,1784.0,Comfort,Slack,,1.0,1,1782.0,305.0,31.0,2.0,6.0,24.0,1784.0,1.0,Lo 92.269,
51,3.0,113.0,50.0,L,6.0,8.0,1784.0,Abraham,Willson,,1.0,1,1782.0,294.0,22.0,4.0,12.0,20.0,1785.0,1.0,RO 6487,
52,3.0,113.0,51.0,H,6.0,9.0,1784.0,Thomas,Parker,,1.0,1,1782.0,228.0,33.0,6.0,7.0,26.0,1784.0,1.0,RO 6487,
53,3.0,113.0,52.0,P,6.0,9.0,1784.0,Andrew,Craige,,1.0,1,1782.0,155.0,36.0,2.0,6.0,16.0,1784.0,1.0,RO 6487,
54,3.0,113.0,53.0,N,6.0,9.0,1784.0,William,Love,,1.0,1,1782.0,143.0,82.0,4.0,10.0,28.0,1785.0,1.0,RO 6487,
55,3.0,113.0,54.0,R,6.0,9.0,1784.0,Samuel,Parker,,1.0,1,1782.0,116.0,68.0,6.0,5.0,7.0,1785.0,1.0,RO 6487,
56,3.0,113.0,55.0,B,6.0,9.0,1784.0,Moses ,Blanchard,,1.0,1,1782.0,75.0,48.0,6.0,,,,,,"Not to be delivered; being made out in consequcnce of live certificates of Benj Bourne late A2 M in their favour, given this a mistake"
57,3.0,113.0,56.0,C,6.0,9.0,1784.0,James,Maxwell,,1.0,10,1782.0,48.0,35.0,,,,,,,"Not to be delivered; being made out in consequcnce of live certificates of Benj Bourne late A2 M in their favour, given this a mistake"
58,3.0,113.0,57.0,A,6.0,9.0,1784.0,Matthew,Manchester,,7.0,24,1781.0,34.0,45.0,,6.0,24.0,1784.0,1.0,RO 6487,
59,3.0,113.0,58.0,D,6.0,9.0,1784.0,Matthew,Manchester,,12.0,31,1781.0,2.0,60.0,,6.0,24.0,1784.0,1.0,RO 6487,
60,3.0,113.0,59.0,I,6.0,10.0,1784.0,William,Wall,,12.0,2,1780.0,100.0,,,6.0,10.0,1784.0,1.0,LO 128.480,
61,3.0,113.0,60.0,H,6.0,11.0,1784.0,William,Sweet,,8.0,30,1780.0,173.0,79.0,,6.0,30.0,1784.0,1.0,RO,
62,3.0,113.0,61.0,L,6.0,11.0,1784.0,Benjamin,Ellery,Esq,10.0,27,1779.0,6.0,55.0,,8.0,12.0,1784.0,1.0,LO 92.221,
63,3.0,113.0,62.0,P,6.0,11.0,1784.0,Benjamin,Ellery,Esq,1.0,10,1780.0,20.0,68.0,,8.0,12.0,1784.0,1.0,LO 92.221,
64,3.0,113.0,63.0,N,6.0,11.0,1784.0,Benjamin,Ellery,Esq,5.0,8,1780.0,3.0,11.0,5.0,8.0,12.0,1784.0,1.0,LO 92.221,
65,3.0,113.0,64.0,R,6.0,11.0,1784.0,Benjamin,Ellery,Esq,8.0,29,1780.0,,30.0,6.0,8.0,12.0,1784.0,1.0,LO 92.221,
66,3.0,113.0,65.0,L,6.0,25.0,1784.0,William,Presbery,,11.0,15,1779.0,6.0,60.0,,12.0,1.0,1784.0,,,Comment is illegible
67,3.0,113.0,66.0,I,6.0,25.0,1784.0,William,Presbery,,12.0,3,1779.0,25.0,75.0,,12.0,1.0,1784.0,1.0,102,
68,3.0,113.0,67.0,H,6.0,25.0,1784.0,John,Waterman,Esq,8.0,25,1780.0,14.0,81.0,,4.0,23.0,1785.0,1.0,137,
69,3.0,113.0,68.0,P,6.0,25.0,1784.0,Nathaniel,Gallop,,2.0,29,1780.0,1.0,40.0,7.0,9.0,9.0,1788.0,1.0,3712,Del to Major C Hashell September 9th 1788
70,3.0,113.0,69.0,R,6.0,25.0,1784.0,Joseph,Tillinghast,,1.0,1,1780.0,16.0,51.0,,10.0,7.0,1784.0,1.0,LO 128.473,
71,3.0,113.0,70.0,N,6.0,25.0,1784.0,John,Capron,,4.0,16,1782.0,1.0,22.0,4.0,8.0,19.0,1784.0,1.0,LO 128.473,
72,3.0,113.0,71.0,C,6.0,25.0,1784.0,John,Capron,,4.0,16,1782.0,1.0,22.0,4.0,8.0,19.0,1784.0,1.0,LO 128.473,
73,3.0,113.0,72.0,B,6.0,25.0,1784.0,Philip,Ammidon,,5.0,19,1780.0,11.0,35.0,,11.0,26.0,1785.0,1.0,N 102,
74,,,,,,,,,,,,,,5405.0,29.0,6.0,,,,,,
75,4.0,114.0,73.0,P,6.0,28.0,1784.0,Jonathan,Marsh,,10.0,19,1781.0,3.0,77.0,,7.0,19.0,1784.0,1.0,RO,
76,4.0,114.0,74.0,N,6.0,28.0,1784.0,Isaac,Tyler,,1.0,1,1780.0,80.0,,,7.0,19.0,1784.0,1.0,RO,
77,4.0,114.0,75.0,R,6.0,28.0,1784.0,Isaac,Tyler,,1.0,31,1780.0,10.0,15.0,,7.0,19.0,1784.0,1.0,RO,
78,4.0,114.0,76.0,A,6.0,28.0,1784.0,Chris,Roobertson,,2.0,29,1780.0,10.0,67.0,,7.0,19.0,1784.0,1.0,RO,
79,4.0,114.0,77.0,G,6.0,28.0,1784.0,Benjamin,Arnold,,2.0,25,1778.0,37.0,54.0,3.0,7.0,19.0,1784.0,1.0,RO,
80,4.0,114.0,78.0,E,6.0,28.0,1784.0,Jacob ,Vroman,,2.0,1,1781.0,50.0,,,7.0,19.0,1784.0,1.0,RO,
81,4.0,114.0,79.0,E,6.0,28.0,1784.0,Jack,Wendel,,2.0,1,1781.0,50.0,,,7.0,19.0,1784.0,1.0,RO,
82,4.0,114.0,80.0,G,6.0,28.0,1784.0,William,Charles,,6.0,20,1782.0,106.0,,,7.0,19.0,1784.0,1.0,RO,
83,4.0,114.0,81.0,D,6.0,28.0,1784.0,Nicholas Van,Alstine,,6.0,10,1782.0,58.0,,,7.0,19.0,1784.0,1.0,RO,Mid Name present
84,4.0,114.0,82.0,E,6.0,28.0,1784.0,Barent J:,Ten Eyck,,6.0,1,1782.0,58.0,,,7.0,19.0,1784.0,1.0,RO,Mid Name present
85,4.0,114.0,83.0,A,6.0,29.0,1784.0,Lambert,Cook,,10.0,1,1782.0,12.0,45.0,,7.0,19.0,1784.0,1.0,RO,
86,4.0,114.0,84.0,C,6.0,29.0,1784.0,John W.,Fryer,,11.0,1,1782.0,51.0,78.0,6.0,7.0,19.0,1784.0,1.0,RO,Mid Name present
87,4.0,114.0,85.0,G,6.0,29.0,1784.0,John,Gimsolas,,12.0,10,1782.0,53.0,22.0,4.0,7.0,19.0,1784.0,1.0,RO,
88,4.0,114.0,86.0,D,6.0,29.0,1784.0,John,Bingham,,12.0,10,1782.0,169.0,60.0,,7.0,19.0,1784.0,1.0,RO,
89,4.0,114.0,87.0,H,6.0,29.0,1784.0,William,Winne,,1.0,1,1783.0,39.0,78.0,6.0,7.0,19.0,1784.0,1.0,RO,
90,4.0,114.0,88.0,B,6.0,29.0,1784.0,William,Brown,,1.0,1,1783.0,175.0,22.0,4.0,7.0,19.0,1784.0,1.0,RO,
91,4.0,114.0,89.0,A,6.0,29.0,1784.0,Harmanus,Ten Eyck,,1.0,1,1783.0,75.0,,,7.0,19.0,1784.0,1.0,RO,Mid Name present
92,4.0,114.0,90.0,C,6.0,29.0,1784.0,Duncan M.,Carthy,,1.0,1,1783.0,24.0,33.0,6.0,7.0,19.0,1784.0,1.0,RO,Mid Name present
93,4.0,114.0,91.0,G,6.0,29.0,1784.0,William,Richardson,,1.0,10,1783.0,49.0,56.0,2.0,7.0,19.0,1784.0,1.0,RO,
94,4.0,114.0,92.0,H,7.0,6.0,1784.0,Jonathan,Tillinghast,,4.0,16,1782.0,5.0,,,9.0,6.0,1784.0,1.0,373,
95,4.0,114.0,93.0,D,7.0,6.0,1784.0,Andrew,Angel,,12.0,17,1779.0,1.0,59.0,5.0,7.0,6.0,1784.0,1.0,2349,
96,4.0,114.0,94.0,E,7.0,6.0,1784.0,Andrew,Angel,,8.0,24,1780.0,32.0,7.0,5.0,7.0,6.0,1784.0,1.0,RO,
97,4.0,114.0,95.0,I,7.0,6.0,1784.0,Andrew,Angel,,6.0,24,1780.0,,75.0,,7.0,6.0,1784.0,1.0,RO,
98,4.0,114.0,96.0,L,7.0,6.0,1784.0,Seth,Simmonds,,2.0,29,1780.0,6.0,88.0,4.0,10.0,26.0,1784.0,1.0,373,
99,4.0,114.0,97.0,P,7.0,6.0,1784.0,Thomas,Allen,,2.0,27,1780.0,2.0,27.0,1.0,1.0,12.0,1785.0,1.0,RO,
100,4.0,114.0,98.0,R,7.0,6.0,1784.0,William,Vernon,,6.0,21,1780.0,25.0,7.0,5.0,7.0,6.0,1784.0,1.0,No 25,
101,4.0,114.0,99.0,N,7.0,6.0,1784.0,John,Young,,10.0,30,1780.0,6.0,45.0,,7.0,22.0,1784.0,1.0,LO 41.130,
102,4.0,114.0,100.0,B,7.0,6.0,1784.0,Jedidiah,Richardson,,1.0,10,1782.0,921.0,25.0,,11.0,22.0,1784.0,1.0,RO 6487,
103,,,,,,,,,,,,,,7522.0,76.0,1.0,,,,,,
104,5.0,115.0,101.0,A,7.0,7.0,1784.0,Jonathan,Rogers,,11.0,11,1780.0,43.0,6.0,1.0,11.0,2.0,1784.0,1.0,1100,
105,5.0,115.0,102.0,C,7.0,7.0,1784.0,Nathaniel,Cary,,4.0,22,1780.0,20.0,,,1.0,2.0,1786.0,1.0,LO110.364,
106,5.0,115.0,103.0,G,7.0,7.0,1784.0,Reuben,Bates,,1.0,10,1782.0,73.0,60.0,,7.0,20.0,1784.0,1.0,2060,
107,5.0,115.0,104.0,E,7.0,7.0,1784.0,Charles,Cahoone,,1.0,10,1782.0,7.0,45.0,,11.0,26.0,1784.0,1.0,85,
108,5.0,115.0,105.0,D,7.0,7.0,1784.0,Nehemiah,Smith,,2.0,29,1780.0,8.0,67.0,5.0,1.0,14.0,1786.0,1.0,1742,
109,5.0,115.0,106.0,G,7.0,7.0,1784.0,Jesse,Smith,,10.0,7,1779.0,2.0,45.0,,1.0,14.0,1786.0,1.0,585,
110,5.0,115.0,107.0,E,7.0,7.0,1784.0,John,Demount,,10.0,31,1780.0,322.0,48.0,6.0,12.0,27.0,1784.0,1.0,LO 57.160,
111,5.0,115.0,108.0,P,7.0,12.0,1784.0,Lemuel,Field,,4.0,2,1779.0,10.0,,,8.0,10.0,1784.0,1.0,RO,
112,5.0,115.0,109.0,D,7.0,12.0,1784.0,William,Arwen,,2.0,25,1780.0,12.0,25.0,7.0,4.0,6.0,1785.0,1.0,No 54,
113,5.0,115.0,110.0,C,7.0,12.0,1784.0,Pardon,Tillinghast,,2.0,24,1780.0,4.0,24.0,7.0,1.0,31.0,1785.0,1.0,RO,
114,5.0,115.0,111.0,B,7.0,12.0,1784.0,John,Humphrey,,8.0,14,1780.0,24.0,22.0,2.0,7.0,14.0,1784.0,1.0,RO,
115,5.0,115.0,112.0,H,7.0,12.0,1784.0,John,Humphrey,,3.0,15,1780.0,23.0,54.0,4.0,7.0,14.0,1784.0,1.0,N 42,
116,5.0,115.0,113.0,I,7.0,12.0,1784.0,John,Gibson,,11.0,26,1780.0,12.0,77.0,1.0,7.0,28.0,1784.0,1.0,LO 128.473,
117,5.0,115.0,114.0,L,7.0,12.0,1784.0,John,Gibson,,5.0,19,1780.0,46.0,24.0,3.0,7.0,28.0,1784.0,1.0,2060,
118,5.0,115.0,115.0,R,7.0,12.0,1784.0,Richard,Swan,,5.0,19,1780.0,23.0,12.0,2.0,7.0,28.0,1784.0,1.0,LO 92.204,
119,5.0,115.0,116.0,L,7.0,26.0,1784.0,John,Gibson,,8.0,3,1780.0,17.0,84.0,5.0,7.0,28.0,1784.0,1.0,2060,
120,5.0,115.0,117.0,I,7.0,26.0,1784.0,John,Gibson,,9.0,13,1780.0,44.0,39.0,2.0,7.0,28.0,1784.0,1.0,No. 85,
121,5.0,115.0,118.0,H,7.0,26.0,1784.0,William,Billings,,4.0,16,1782.0,1.0,22.0,4.0,7.0,29.0,1784.0,,,
122,5.0,115.0,119.0,P,7.0,26.0,1784.0,Philip,Martin,,8.0,5,1780.0,5.0,6.0,4.0,9.0,23.0,1784.0,1.0,53,
123,5.0,115.0,120.0,C,7.0,26.0,1784.0,Philip,Martin,,11.0,13,1780.0,1.0,67.0,6.0,9.0,23.0,1784.0,1.0,No 53,
124,5.0,115.0,121.0,R,7.0,26.0,1784.0,Samuel,Chace,Esq,8.0,5,1780.0,25.0,,,7.0,29.0,1784.0,1.0,LO 21.49,
125,5.0,115.0,122.0,P,7.0,27.0,1784.0,Thomas,Russell,,2.0,26,1782.0,10.0,,,11.0,2.0,1784.0,1.0,RO,
126,5.0,115.0,123.0,N,7.0,27.0,1784.0,Thomas,Russell,,2.0,26,1782.0,48.0,27.0,,11.0,2.0,1784.0,1.0,RO,
127,5.0,115.0,124.0,R,7.0,27.0,1784.0,Samuel,Chace,Esq,11.0,5,1780.0,13.0,62.0,7.0,7.0,29.0,1784.0,1.0,LO 21.49,
128,5.0,115.0,125.0,A,7.0,27.0,1784.0,Henry,Bowen,,11.0,10,1779.0,19.0,,,7.0,31.0,1784.0,1.0,373,
129,,,,,,,,,,,,,,8344.0,0.0,3.0,,,,,,
130,6.0,116.0,126.0,B,7.0,28.0,1784.0,Samuel,Young,,7.0,12,1780.0,,79.0,7.0,3.0,9.0,1784.0,1.0,RO,
131,6.0,116.0,127.0,B,8.0,17.0,1784.0,Samuel,Young,,9.0,12,1780.0,7.0,37.0,4.0,3.0,9.0,1784.0,1.0,RO,
132,6.0,116.0,128.0,A,8.0,17.0,1784.0,Samuel,Young,,4.0,4,1780.0,1.0,50.0,5.0,3.0,9.0,1784.0,1.0,RO,
